region_lluvias_fecha_solicitud,cve_concatenada,cve_ent,cve_mun,nombre_mun,entidad,org_cuenca,clv_oc,con_cuenca,cve_conc,msm_20260131,sps_20260131,ahorro_uso_eficiente_20260131,prob_ambiental,t_prob_ambiental,prob_economica,t_prob_economica,prob_social,t_prob_social
Region A - Primeros Quince dias habiles de cada Diciembre,1001,1,1,Aguascalientes,Aguascalientes,Lerma Santiago Pacifico,VIII,Rio Santiago,16,sin dato,SIN SEQUIA,SIN REDUCCION,79.37,Alta,89.94,Muy Alta,74.87431238,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,1002,1,2,Asientos,Aguascalientes,Lerma Santiago Pacifico,VIII,Rio Santiago,16,sin dato,SIN SEQUIA,SIN REDUCCION,66.02,Alta,74.65,Alta,13.54891704,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,1003,1,3,Calvillo,Aguascalientes,Lerma Santiago Pacifico,VIII,Rio Santiago,16,sin dato,SIN SEQUIA,SIN REDUCCION,1.84,Muy Baja,64.6,Alta,26.19849489,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,1004,1,4,Cosio,Aguascalientes,Lerma Santiago Pacifico,VIII,Rio Santiago,16,sin dato,SIN SEQUIA,SIN REDUCCION,54.0,Media,65.97,Alta,8.701748664,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,1005,1,5,Jesus Maria,Aguascalientes,Lerma Santiago Pacifico,VIII,Rio Santiago,16,sin dato,SIN SEQUIA,SIN REDUCCION,27.57,Baja,81.85,Muy Alta,14.47665923,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,1006,1,6,Pabellon de Arteaga,Aguascalientes,Lerma Santiago Pacifico,VIII,Rio Santiago,16,sin dato,SIN SEQUIA,SIN REDUCCION,24.6,Baja,85.7,Muy Alta,14.73368896,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,1007,1,7,Rincon de Romos,Aguascalientes,Lerma Santiago Pacifico,VIII,Rio Santiago,16,sin dato,SIN SEQUIA,SIN REDUCCION,68.63,Alta,53.42,Media,16.10817335,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,1008,1,8,San Jose de Gracia,Aguascalientes,Lerma Santiago Pacifico,VIII,Rio Santiago,16,sin dato,SIN SEQUIA,SIN REDUCCION,93.86,Muy Alta,54.24,Media,3.694004767,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,1009,1,9,Tepezala,Aguascalientes,Lerma Santiago Pacifico,VIII,Rio Santiago,16,sin dato,SIN SEQUIA,SIN REDUCCION,41.03,Media,49.02,Media,7.307944638,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,1010,1,10,El Llano,Aguascalientes,Lerma Santiago Pacifico,VIII,Rio Santiago,16,sin dato,SIN SEQUIA,SIN REDUCCION,38.38,Baja,63.46,Alta,24.50730936,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,1011,1,11,San Francisco de los Romo,Aguascalientes,Lerma Santiago Pacifico,VIII,Rio Santiago,16,sin dato,SIN SEQUIA,SIN REDUCCION,82.53,Muy Alta,88.04,Muy Alta,26.4326294,Baja
Region B - Primeros 8 dias habiles de abril,2001,2,1,Ensenada,Baja California,Peninsula de Baja California,I,Baja California,2,sin dato,SIN SEQUIA,SIN REDUCCION,31.18,Baja,14.32,Muy Baja,28.24133017,Baja
Region B - Primeros 8 dias habiles de abril,2002,2,2,Mexicali,Baja California,Peninsula de Baja California,I,Baja California,2,sin dato,SIN SEQUIA,SIN REDUCCION,73.41,Alta,83.22,Muy Alta,24.96958072,Baja
Region B - Primeros 8 dias habiles de abril,2003,2,3,Tecate,Baja California,Peninsula de Baja California,I,Baja California,2,sin dato,SIN SEQUIA,SIN REDUCCION,49.07,Media,64.17,Alta,41.0841919,Media
Region B - Primeros 8 dias habiles de abril,2004,2,4,Tijuana,Baja California,Peninsula de Baja California,I,Baja California,2,sin dato,SIN SEQUIA,SIN REDUCCION,97.49,Muy Alta,96.56,Muy Alta,30.08916388,Baja
Region B - Primeros 8 dias habiles de abril,2005,2,5,Playas de Rosarito,Baja California,Peninsula de Baja California,I,Baja California,2,sin dato,SIN SEQUIA,SIN REDUCCION,72.85,Alta,54.84,Media,61.20624099,Alta
Region B - Primeros 8 dias habiles de abril,2006,2,6,San Quintin,Baja California,Peninsula de Baja California,I,Baja California,2,sin dato,SIN SEQUIA,SIN REDUCCION,,,,,,
Region B - Primeros 8 dias habiles de abril,2007,2,7,San Felipe,Baja California,Peninsula de Baja California,I,Baja California,2,sin dato,SIN SEQUIA,SIN REDUCCION,,,,,,
Region A - Primeros Quince dias habiles de cada Diciembre,3001,3,1,Comondu,Baja California Sur,Peninsula de Baja California,I,Baja California Sur,1,sin dato,SIN SEQUIA,SIN REDUCCION,24.5,Baja,28.5,Baja,55.73417301,Media
Region B - Primeros 8 dias habiles de abril,3002,3,2,Mulege,Baja California Sur,Peninsula de Baja California,I,Baja California Sur,1,sin dato,SIN SEQUIA,SIN REDUCCION,6.62,Muy Baja,18.17,Muy Baja,91.32374822,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,3003,3,3,La Paz,Baja California Sur,Peninsula de Baja California,I,Baja California Sur,1,sin dato,SIN SEQUIA,SIN REDUCCION,17.6,Muy Baja,7.05,Muy Baja,2.395549309,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,3008,3,8,Los Cabos,Baja California Sur,Peninsula de Baja California,I,Baja California Sur,1,sin dato,SIN SEQUIA,SIN REDUCCION,29.51,Baja,57.46,Media,54.07299668,Media
Region A - Primeros Quince dias habiles de cada Diciembre,3009,3,9,Loreto,Baja California Sur,Peninsula de Baja California,I,Baja California Sur,1,sin dato,SIN SEQUIA,SIN REDUCCION,77.3,Alta,38.54,Baja,66.0423673,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,4001,4,1,Calkini,Campeche,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,17.97,Muy Baja,58.7,Media,23.40169049,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,4002,4,2,Campeche,Campeche,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,21.62,Baja,31.01,Baja,15.64210585,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,4003,4,3,Carmen,Campeche,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,D0,AMARILLO,15%,1.92,Muy Baja,27.73,Baja,7.598372931,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,4004,4,4,Champoton,Campeche,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,19.76,Muy Baja,22.44,Baja,14.99660814,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,4005,4,5,Hecelchakan,Campeche,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,38.17,Baja,64.54,Alta,30.56942049,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,4006,4,6,Hopelchen,Campeche,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,9.96,Muy Baja,53.86,Media,15.32780255,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,4007,4,7,Palizada,Campeche,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,D0,AMARILLO,15%,3.82,Muy Baja,1.93,Muy Baja,28.66808022,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,4008,4,8,Tenabo,Campeche,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,7.64,Muy Baja,29.93,Baja,9.799058005,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,4009,4,9,Escarcega,Campeche,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,20.35,Baja,14.34,Muy Baja,27.14438645,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,4010,4,10,Calakmul,Campeche,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,1.11,Muy Baja,10.45,Muy Baja,94.12956494,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,4011,4,11,Candelaria,Campeche,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,20.08,Baja,16.96,Muy Baja,66.42346083,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,4012,4,12,Seybaplaya,Campeche,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,,,,,,
Region A - Primeros Quince dias habiles de cada Diciembre,4013,4,13,Dzitbalche,Campeche,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,,,,,,
Region A - Primeros Quince dias habiles de cada Diciembre,5001,5,1,Abasolo,Coahuila,Rio Bravo,VI,Rio Bravo,12,D1,PRE-ALERTA,15%,25.74,Baja,44.45,Media,61.14339409,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,5002,5,2,Acuna,Coahuila,Rio Bravo,VI,Rio Bravo,12,D3,ROJO,40%,32.63,Baja,36.37,Baja,15.16222489,Muy Baja
Region C - Primeros 8 dias habiles de CADA MES,5003,5,3,Allende,Coahuila,Rio Bravo,VI,Rio Bravo,12,D2,ROJO,30%,13.83,Muy Baja,11.26,Muy Baja,10.68235888,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,5004,5,4,Arteaga,Coahuila,Rio Bravo,VI,Del Altiplano,14,sin dato,SIN SEQUIA,SIN REDUCCION,47.86,Media,37.84,Baja,41.15124948,Media
Region A - Primeros Quince dias habiles de cada Diciembre,5005,5,5,Candela,Coahuila,Rio Bravo,VI,Rio Bravo,12,D1,PRE-ALERTA,15%,37.03,Baja,23.95,Baja,29.39299996,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,5006,5,6,Castanos,Coahuila,Rio Bravo,VI,Rio Bravo,12,D0,PRE-ALERTA,10%,12.21,Muy Baja,40.67,Media,42.79760441,Media
Region A - Primeros Quince dias habiles de cada Diciembre,5007,5,7,Cuatro Cienegas,Coahuila,Rio Bravo,VI,Rio Bravo,12,sin dato,SIN SEQUIA,SIN REDUCCION,17.55,Muy Baja,27.35,Baja,34.15079496,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,5008,5,8,Escobedo,Coahuila,Rio Bravo,VI,Rio Bravo,12,D1,PRE-ALERTA,15%,35.17,Baja,35.17,Baja,54.26758669,Media
Region A - Primeros Quince dias habiles de cada Diciembre,5009,5,9,Francisco I. Madero,Coahuila,Cuencas Centrales del Norte,VII,Nazas-Aguanaval,13,sin dato,SIN SEQUIA,SIN REDUCCION,73.15,Alta,58.93,Media,17.27927531,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,5010,5,10,Frontera,Coahuila,Rio Bravo,VI,Rio Bravo,12,sin dato,SIN SEQUIA,SIN REDUCCION,47.41,Media,48.3,Media,24.11750959,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,5011,5,11,General Cepeda,Coahuila,Rio Bravo,VI,Rio Bravo,12,sin dato,SIN SEQUIA,SIN REDUCCION,63.33,Alta,56.95,Media,52.54919501,Media
Region A - Primeros Quince dias habiles de cada Diciembre,5012,5,12,Guerrero,Coahuila,Rio Bravo,VI,Rio Bravo,12,D3,ROJO,40%,14.94,Muy Baja,11.16,Muy Baja,46.4471667,Media
Region A - Primeros Quince dias habiles de cada Diciembre,5013,5,13,Hidalgo,Coahuila,Rio Bravo,VI,Rio Bravo,12,D3,ROJO,40%,13.09,Muy Baja,6.95,Muy Baja,33.34807333,Baja
Region C - Primeros 8 dias habiles de CADA MES,5014,5,14,Jimenez,Coahuila,Rio Bravo,VI,Rio Bravo,12,D2,ROJO,30%,13.46,Muy Baja,8.03,Muy Baja,14.84360864,Muy Baja
Region C - Primeros 8 dias habiles de CADA MES,5015,5,15,Juarez,Coahuila,Rio Bravo,VI,Rio Bravo,12,D2,ROJO,30%,26.43,Baja,18.15,Muy Baja,28.19347911,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,5016,5,16,Lamadrid,Coahuila,Rio Bravo,VI,Rio Bravo,12,sin dato,SIN SEQUIA,SIN REDUCCION,4.63,Muy Baja,39.36,Baja,10.92858073,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,5017,5,17,Matamoros,Coahuila,Cuencas Centrales del Norte,VII,Nazas-Aguanaval,13,sin dato,SIN SEQUIA,SIN REDUCCION,80.84,Muy Alta,81.57,Muy Alta,33.78925365,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,5018,5,18,Monclova,Coahuila,Rio Bravo,VI,Rio Bravo,12,D1,PRE-ALERTA,15%,33.25,Baja,47.02,Media,10.63560983,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,5019,5,19,Morelos,Coahuila,Rio Bravo,VI,Rio Bravo,12,D2,ROJO,30%,27.3,Baja,23.06,Baja,37.66460239,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,5020,5,20,Muzquiz,Coahuila,Rio Bravo,VI,Rio Bravo,12,D2,ROJO,30%,77.59,Alta,7.31,Muy Baja,2.957993758,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,5021,5,21,Nadadores,Coahuila,Rio Bravo,VI,Rio Bravo,12,D0,AMARILLO,15%,18.44,Muy Baja,45.97,Media,27.85806205,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,5022,5,22,Nava,Coahuila,Rio Bravo,VI,Rio Bravo,12,D3,ROJO,40%,10.7,Muy Baja,5.62,Muy Baja,8.270485559,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,5023,5,23,Ocampo,Coahuila,Rio Bravo,VI,Rio Bravo,12,D4,ROJO,SUPERIOR AL 40%,4.82,Muy Baja,5.15,Muy Baja,18.16295013,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,5024,5,24,Parras,Coahuila,Cuencas Centrales del Norte,VII,Nazas-Aguanaval,13,sin dato,SIN SEQUIA,SIN REDUCCION,1.78,Muy Baja,21.2,Baja,8.657067512,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,5025,5,25,Piedras Negras,Coahuila,Rio Bravo,VI,Rio Bravo,12,D2,ROJO,30%,12.86,Muy Baja,15.14,Muy Baja,14.802418,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,5026,5,26,Progreso,Coahuila,Rio Bravo,VI,Rio Bravo,12,D1,NARANJA,25%,26.69,Baja,19.72,Muy Baja,53.67931319,Media
Region C - Primeros 8 dias habiles de CADA MES,5027,5,27,Ramos Arizpe,Coahuila,Rio Bravo,VI,Rio Bravo,12,sin dato,SIN SEQUIA,SIN REDUCCION,49.77,Media,60.95,Alta,28.49400262,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,5028,5,28,Sabinas,Coahuila,Rio Bravo,VI,Rio Bravo,12,D2,ROJO,30%,35.55,Baja,34.54,Baja,26.53249143,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,5029,5,29,Sacramento,Coahuila,Rio Bravo,VI,Rio Bravo,12,sin dato,SIN SEQUIA,SIN REDUCCION,10.53,Muy Baja,41.83,Media,12.19583331,Muy Baja
Region C - Primeros 8 dias habiles de CADA MES,5030,5,30,Saltillo,Coahuila,Rio Bravo,VI,Del Altiplano,14,sin dato,SIN SEQUIA,SIN REDUCCION,10.13,Muy Baja,28.87,Baja,15.69164081,Muy Baja
Region C - Primeros 8 dias habiles de CADA MES,5031,5,31,San Buenaventura,Coahuila,Rio Bravo,VI,Rio Bravo,12,D1,NARANJA,25%,8.5,Muy Baja,18.4,Muy Baja,16.23896142,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,5032,5,32,San Juan de Sabinas,Coahuila,Rio Bravo,VI,Rio Bravo,12,D1,NARANJA,25%,13.6,Muy Baja,16.35,Muy Baja,5.844296608,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,5033,5,33,San Pedro,Coahuila,Cuencas Centrales del Norte,VII,Nazas-Aguanaval,13,sin dato,SIN SEQUIA,SIN REDUCCION,72.01,Alta,5.61,Muy Baja,31.35955507,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,5034,5,34,Sierra Mojada,Coahuila,Cuencas Centrales del Norte,VII,Nazas-Aguanaval,13,D1,NARANJA,25%,8.38,Muy Baja,25.71,Baja,41.05152821,Media
Region A - Primeros Quince dias habiles de cada Diciembre,5035,5,35,Torreon,Coahuila,Cuencas Centrales del Norte,VII,Nazas-Aguanaval,13,sin dato,SIN SEQUIA,SIN REDUCCION,84.82,Muy Alta,98.5,Muy Alta,12.92073995,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,5036,5,36,Viesca,Coahuila,Cuencas Centrales del Norte,VII,Nazas-Aguanaval,13,sin dato,SIN SEQUIA,SIN REDUCCION,96.04,Muy Alta,3.02,Muy Baja,45.73812829,Media
Region A - Primeros Quince dias habiles de cada Diciembre,5037,5,37,Villa Union,Coahuila,Rio Bravo,VI,Rio Bravo,12,D2,ROJO,30%,19.71,Muy Baja,11.65,Muy Baja,36.61451623,Baja
Region C - Primeros 8 dias habiles de CADA MES,5038,5,38,Zaragoza,Coahuila,Rio Bravo,VI,Rio Bravo,12,D2,ROJO,30%,33.61,Baja,30.44,Baja,35.26711307,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,6001,6,1,Armeria,Colima,Lerma Santiago Pacifico,VIII,Costa Pacifico Centro,17,sin dato,SIN SEQUIA,SIN REDUCCION,49.48,Media,37.68,Baja,12.55967424,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,6002,6,2,Colima,Colima,Lerma Santiago Pacifico,VIII,Costa Pacifico Centro,17,sin dato,SIN SEQUIA,SIN REDUCCION,13.69,Muy Baja,20.52,Baja,3.39261552,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,6003,6,3,Comala,Colima,Lerma Santiago Pacifico,VIII,Costa Pacifico Centro,17,sin dato,SIN SEQUIA,SIN REDUCCION,24.36,Baja,67.9,Alta,25.24517597,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,6004,6,4,Coquimatlan,Colima,Lerma Santiago Pacifico,VIII,Costa Pacifico Centro,17,sin dato,SIN SEQUIA,SIN REDUCCION,61.54,Alta,39.56,Baja,26.8297419,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,6005,6,5,Cuauhtemoc,Colima,Lerma Santiago Pacifico,VIII,Costa Pacifico Centro,17,sin dato,SIN SEQUIA,SIN REDUCCION,28.3,Baja,19.63,Muy Baja,5.002847366,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,6006,6,6,Ixtlahuacan,Colima,Lerma Santiago Pacifico,VIII,Costa Pacifico Centro,17,sin dato,SIN SEQUIA,SIN REDUCCION,8.81,Muy Baja,31.28,Baja,13.6966264,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,6007,6,7,Manzanillo,Colima,Lerma Santiago Pacifico,VIII,Costa Pacifico Centro,17,sin dato,SIN SEQUIA,SIN REDUCCION,29.57,Baja,12.35,Muy Baja,5.577312592,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,6008,6,8,Minatitlan,Colima,Lerma Santiago Pacifico,VIII,Costa Pacifico Centro,17,sin dato,SIN SEQUIA,SIN REDUCCION,99.51,Muy Alta,43.51,Media,14.74112412,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,6009,6,9,Tecoman,Colima,Lerma Santiago Pacifico,VIII,Costa Pacifico Centro,17,sin dato,SIN SEQUIA,SIN REDUCCION,65.87,Alta,1.36,Muy Baja,16.57484015,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,6010,6,10,Villa de alvarez,Colima,Lerma Santiago Pacifico,VIII,Costa Pacifico Centro,17,sin dato,SIN SEQUIA,SIN REDUCCION,38.36,Baja,74.98,Alta,5.390209454,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7001,7,1,Acacoyagua,Chiapas,Frontera Sur,XI,Costa de Chiapas,23,sin dato,SIN SEQUIA,SIN REDUCCION,12.69,Muy Baja,38.35,Baja,18.55389427,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7002,7,2,Acala,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,64.66,Alta,68.15,Alta,31.91545282,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7003,7,3,Acapetahua,Chiapas,Frontera Sur,XI,Costa de Chiapas,23,sin dato,SIN SEQUIA,SIN REDUCCION,6.81,Muy Baja,63.61,Alta,28.26345542,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7004,7,4,Altamirano,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,D1,NARANJA,25%,58.6,Media,52.27,Media,40.13823984,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7005,7,5,Amatan,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,29.37,Baja,27.3,Baja,43.36352819,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7006,7,6,Amatenango de la Frontera,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,39.06,Baja,16.61,Muy Baja,22.29047467,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7007,7,7,Amatenango del Valle,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,22.77,Baja,21.19,Baja,85.67517215,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7008,7,8,Angel Albino Corzo,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,55.25,Media,60.81,Alta,37.44117237,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7009,7,9,Arriaga,Chiapas,Frontera Sur,XI,Costa de Chiapas,23,sin dato,SIN SEQUIA,SIN REDUCCION,35.94,Baja,62.74,Alta,45.02546638,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7010,7,10,Bejucal de Ocampo,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,18.35,Muy Baja,14.74,Muy Baja,56.16470322,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7011,7,11,Bella Vista,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,30.7,Baja,23.8,Baja,25.69918831,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7012,7,12,Berriozabal,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,D0,PRE-ALERTA,10%,53.42,Media,73.22,Alta,70.79752579,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7013,7,13,Bochil,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,5.41,Muy Baja,19.36,Muy Baja,45.42733539,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7014,7,14,El Bosque,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,25.35,Baja,9.65,Muy Baja,41.00828927,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7015,7,15,Cacahoatan,Chiapas,Frontera Sur,XI,Costa de Chiapas,23,sin dato,SIN SEQUIA,SIN REDUCCION,23.28,Baja,83.6,Muy Alta,53.77496403,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7016,7,16,Catazaja,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,21.46,Baja,18.83,Muy Baja,53.92498047,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7017,7,17,Cintalapa,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,D0,PRE-ALERTA,10%,99.61,Muy Alta,52.3,Media,62.72596194,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7018,7,18,Coapilla,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,79.96,Alta,78.69,Alta,46.11423982,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7019,7,19,Comitan de Dominguez,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,87.31,Muy Alta,92.21,Muy Alta,74.23862448,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7020,7,20,La Concordia,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,72.41,Alta,84.8,Muy Alta,44.06689335,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7021,7,21,Copainala,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,D0,PRE-ALERTA,10%,86.12,Muy Alta,79.57,Alta,46.81572343,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7022,7,22,Chalchihuitan,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,32.2,Baja,10.87,Muy Baja,99.99957254,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7023,7,23,Chamula,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,66.02,Alta,42.23,Media,81.34154883,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7024,7,24,Chanal,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,64.72,Alta,18.58,Muy Baja,90.70754315,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7025,7,25,Chapultenango,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,53.68,Media,37.68,Baja,44.46981971,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7026,7,26,Chenalho,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,29.18,Baja,12.49,Muy Baja,79.57251504,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7027,7,27,Chiapa de Corzo,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,86.09,Muy Alta,90.23,Muy Alta,56.97388993,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7028,7,28,Chiapilla,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,70.67,Alta,59.61,Media,59.85457106,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7029,7,29,Chicoasen,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,D0,PRE-ALERTA,10%,45.85,Media,24.32,Baja,50.46482977,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7030,7,30,Chicomuselo,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,71.71,Alta,62.18,Alta,77.37968219,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7031,7,31,Chilon,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,64.93,Alta,76.42,Alta,96.95887147,Muy Alta
